regName,regCode,source,is_chemo,is_immuno,is_targeted,is_endocrine,is_supportive,anticancer,hemonc_modalities,class_eau,class_hemonc_mbc,class_any,accepted_uses,status
Bexarotene monotherapy,15454,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Cutaneous T-cell lymphoma,carried
BHD,25926,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Melanoma,carried
Bicalutamide and Goserelin,34076,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,Prostate cancer,carried
Bicalutamide and Leuprolide,34313,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,Prostate cancer,carried
Bicalutamide monotherapy,34251,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,Prostate cancer,carried
BID,38897,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Targeted therapy,other,other,other,Multiple myeloma,carried
Binimetinib and Encorafenib,25829,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,BRAF Melanoma; BRAF Non-small cell lung cancer; Melanoma; Non-small cell lung cancer,carried
Binimetinib monotherapy,25911,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Melanoma; NRAS Melanoma,carried
"Binimetinib, Encorafenib, Cetuximab",49825,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,BRAF Colorectal cancer; Colorectal cancer,carried
BiRd,26983,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,Multiple myeloma,carried
BLD,27581,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,Multiple myeloma,carried
Bleomycin and Cisplatin,15578,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Cutaneous basal cell carcinoma; Cutaneous squamous cell carcinoma,carried
Bleomycin and Vinblastine,37516,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Testicular cancer,carried
Bleomycin and Vincristine (BO),37324,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Kaposi sarcoma; Testicular cancer,carried
Blinatumomab monotherapy,4614,hemonc,0,1,0,0,1,1,Immunotherapy; Supportive therapy,other,other,other,Acute lymphoblastic leukemia infant; B-cell acute lymphoblastic leukemia; B-cell acute lymphoblastic leukemia pediatric; BCR::ABL1 B-cell acute lymphoblastic leukemia; Diffuse large B-cell lymphoma; KMT2A Acute lymphoblastic leukemia infant,carried
BMP,33288,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Penile cancer,carried
Bortezomib and Cyclophosphamide,27563,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,other,Multiple myeloma,carried
Bortezomib and Dexamethasone (Vd),24294,hemonc,0,0,1,0,1,1,Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,Light-chain (AL) amyloidosis; Multiple myeloma,carried
Bortezomib and Panobinostat,33447,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Peripheral T-cell lymphoma,carried
Bortezomib and Pegylated liposomal doxorubicin,27198,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,other,Multiple myeloma,carried
Bortezomib and Prednisone (VP),26514,hemonc,0,0,1,0,1,1,Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,Multiple myeloma,carried
Bortezomib and Rituximab (VR),19370,hemonc,0,0,1,0,1,1,Supportive therapy; Targeted therapy,other,other,other,Follicular lymphoma; Mantle cell lymphoma; Waldenstroem macroglobulinemia,carried
Bortezomib and Vorinostat,27199,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Multiple myeloma,carried
Bortezomib monotherapy,11189,hemonc,0,0,1,0,1,1,Supportive therapy; Targeted therapy,other,other,other,Castleman disease; Follicular lymphoma; Light-chain (AL) amyloidosis; MALT lymphoma; Mantle cell lymphoma; Multiple myeloma; Waldenstroem macroglobulinemia,carried
"Bortezomib, Thalidomide, Dexamethasone, Panobinostat",27589,hemonc,0,0,1,0,1,1,Glucocorticoid therapy; Targeted therapy,other,other,other,Multiple myeloma,carried
Bosutinib monotherapy,4858,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,B-cell acute lymphoblastic leukemia; BCR::ABL1 B-cell acute lymphoblastic leukemia; Chronic myeloid leukemia; Chronic myeloid leukemia pediatric,carried
BPd,12738,hemonc,0,0,1,0,1,1,Antibody-drug conjugate therapy; Glucocorticoid therapy; Targeted therapy,other,other,other,Multiple myeloma,carried
BR/RC,13770,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Mantle cell lymphoma,carried
Brentuximab vedotin and Dacarbazine,23013,hemonc,1,0,1,0,0,1,Antibody-drug conjugate therapy; Chemotherapy,other,other,other,Classical Hodgkin lymphoma,carried
Brentuximab vedotin and Nivolumab,23154,hemonc,0,1,1,0,0,1,Antibody-drug conjugate therapy; Immunotherapy,other,other,other,Classical Hodgkin lymphoma,carried
Brentuximab vedotin monotherapy,3478,hemonc,0,0,1,0,1,1,Antibody-drug conjugate therapy; Supportive therapy,other,other,other,Anaplastic large cell lymphoma; Classical Hodgkin lymphoma; Cutaneous T-cell lymphoma; Diffuse large B-cell lymphoma; Mediastinal gray-zone lymphoma; Peripheral T-cell lymphoma,carried
Brigatinib monotherapy,30835,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,ALK Non-small cell lung cancer; Non-small cell lung cancer,carried
BTD,27597,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,Multiple myeloma,carried
Busulfan and Cyclophosphamide,2747,hemonc,1,1,0,0,1,1,Chemotherapy; Immunotherapy; Supportive therapy,other,other,other,Acute myeloid leukemia; Acute myeloid leukemia pediatric,carried
Busulfan monotherapy,13222,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Chronic myeloid leukemia,carried
Bv-AVEPC,13998,hemonc,1,0,1,0,1,1,Antibody-drug conjugate therapy; Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,Classical Hodgkin lymphoma pediatric,carried
BV-CHP,3452,hemonc,1,0,1,0,1,1,Antibody-drug conjugate therapy; Chemotherapy; Glucocorticoid therapy,other,other,other,Anaplastic large cell lymphoma; Peripheral T-cell lymphoma,carried
BVd,142138,hemonc,0,0,1,0,1,1,Antibody-drug conjugate therapy; Glucocorticoid therapy; Targeted therapy,other,other,other,,carried
BVD,25933,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Melanoma,carried
BVDS,23638,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Classical Hodgkin lymphoma,carried
BVP,37509,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Testicular cancer,carried
BVR,19627,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,other,Follicular lymphoma,carried
C-BOP,37242,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Testicular cancer,carried
C-MOPP,16961,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Classical Hodgkin lymphoma pediatric; Diffuse large B-cell lymphoma,carried
C-MOPP/ABV,22853,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Classical Hodgkin lymphoma,carried
C-VAMP,27796,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Multiple myeloma,carried
Cabazitaxel and Prednisolone,12061,hemonc,1,0,0,0,1,1,Chemotherapy; Endocrine therapy; Supportive therapy,other,other,other,Prostate cancer,carried
Cabazitaxel and Prednisone,34641,hemonc,1,0,0,0,1,1,Chemotherapy; Endocrine therapy; Supportive therapy,other,other,other,Prostate cancer,carried
CABO,21936,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Head and neck cancer,carried
Cabozantinib and Erlotinib,30471,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Non-small cell lung cancer,carried
Cabozantinib and Nivolumab,32918,hemonc,0,1,1,0,0,1,Immunotherapy; Targeted therapy,other,other,other,Clear cell renal cell carcinoma,carried
Cabozantinib monotherapy,22317,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Clear cell renal cell carcinoma; Gastrointestinal stromal tumor; Hepatocellular carcinoma; Non-small cell lung cancer; Osteosarcoma; Papillary renal cell carcinoma; Prostate cancer; Renal cell carcinoma; Thyroid cancer differentiated; Thyroid cancer medullary,carried
CAF and MPA,10284,hemonc,1,0,0,1,0,1,Chemotherapy; Endocrine therapy,other,other,other,Breast cancer; ER Breast cancer,carried
CAFVP,17146,hemonc,1,0,0,0,0,1,Chemotherapy; Endocrine therapy,other,other,other,Breast cancer,carried
"Calaspargase, Daunorubicin, Vincristine, Prednisone",47579,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,B-cell acute lymphoblastic leukemia pediatric,carried
CALGB 8811 early intensification,47454,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,B-cell acute lymphoblastic leukemia,carried
CALGB 8811 late intensification,47455,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,B-cell acute lymphoblastic leukemia,carried
CAMF,10271,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
CAMFP,9942,hemonc,1,0,0,0,1,1,Chemotherapy; Endocrine therapy; Supportive therapy,other,other,other,Breast cancer,carried
CAMP,31076,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Non-small cell lung cancer,carried
Camrelizumab monotherapy,5442,hemonc,0,1,0,0,0,1,Immunotherapy,other,other,other,Classical Hodgkin lymphoma; Esophageal squamous cell carcinoma; Hepatocellular carcinoma,carried
CAP,12683,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Chronic lymphocytic leukemia,carried
CAP-BOP,16727,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Diffuse large B-cell lymphoma,carried
Capecitabine and Bevacizumab,7214,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; Colorectal cancer; Hepatocellular carcinoma,carried
Capecitabine and Cisplatin (CX),17923,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,ERBB2 Gastric cancer; Esophageal adenocarcinoma; Esophageal cancer; Esophageal squamous cell carcinoma; Gastric cancer,carried
Capecitabine and Cisplatin (CX) and Cetuximab,76968,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,cisplatin,Esophageal adenocarcinoma,carried
Capecitabine and Cisplatin (CX) and Pembrolizumab,60796,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Gastric cancer,carried
Capecitabine and Cisplatin (CX) and Tislelizumab,121525,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Esophageal squamous cell carcinoma,carried
Capecitabine and Cisplatin (CX) and Trastuzumab,18328,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,cisplatin,ERBB2 Gastric cancer; Gastric cancer,carried
"Capecitabine and Cisplatin (CX), Pertuzumab, Trastuzumab",47862,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,cisplatin,ERBB2 Gastric cancer; Gastric cancer,carried
Capecitabine and Docetaxel (TX),7233,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer; TNBC Breast cancer,carried
Capecitabine and Erlotinib,33148,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Pancreatic cancer,carried
Capecitabine and Fulvestrant,47460,hemonc,1,0,0,1,0,1,Chemotherapy; Endocrine therapy,other,other,other,Breast cancer; ER Breast cancer,carried
Capecitabine and Gemcitabine,11673,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Cholangiocarcinoma; Gallbladder cancer; Pancreatic cancer; Thymoma,carried
Capecitabine and Ixabepilone,8085,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer; TNBC Breast cancer,carried
Capecitabine and Lapatinib,9577,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
Capecitabine and Margetuximab,32896,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
Capecitabine and Mitomycin,11716,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Cholangiocarcinoma; Gallbladder cancer,carried
Capecitabine and Neratinib,9724,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
Capecitabine and Paclitaxel,7246,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
"Capecitabine and Paclitaxel, nanoparticle albumin-bound",7253,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
Capecitabine and Pyrotinib,13277,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
Capecitabine and Temozolomide,32588,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Neuroendocrine tumor; Pancreatic NET,carried
Capecitabine and Trastuzumab (XH),9584,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ER|ERBB2 Breast cancer; ERBB2 Breast cancer,carried
Capecitabine and Trastuzumab (XH) and Tucatinib,987,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
Capecitabine and Vinflunine,47461,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
Capecitabine monotherapy,6323,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,BRCA Breast cancer; Breast cancer; Cholangiocarcinoma; Colon cancer; Colorectal cancer; ER Breast cancer; ERBB2 Breast cancer; Gallbladder cancer; Gastric cancer; Hepatocellular carcinoma; Nasopharyngeal carcinoma; Pancreatic cancer; Rectal cancer; TNBC Breast cancer,carried
"Capecitabine, Bevacizumab, Trastuzumab",9570,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
CapeOx,13628,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Cholangiocarcinoma; Colon cancer; Colorectal cancer; ERBB2 Gastric cancer; Esophageal adenocarcinoma; Esophageal squamous cell carcinoma; Gallbladder cancer; Gastric cancer; Hepatocellular carcinoma; Pancreatic cancer; Rectal cancer,carried
CapeOx and Bevacizumab,14197,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer; Hepatocellular carcinoma,carried
CapeOx and Cadonilimab,148183,atc,,,,0,,1,,other,other,other,,carried
CapeOx and Erlotinib,1009,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer,carried
CapeOx and Nivolumab,32952,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,other,Esophageal adenocarcinoma; Gastric cancer,carried
CapeOx and Panitumumab,15187,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer; RAS Colorectal cancer,carried
CapeOx and Pembrolizumab,14230,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,other,Gastric cancer,carried
CapeOx and Sintilimab,148184,atc,,,,0,,1,,other,other,other,,carried
CapeOx and Tislelizumab,14255,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,other,Gastric cancer,carried
CapeOx and Trastuzumab,58951,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,ERBB2 Gastric cancer; Gastric cancer,carried
CapeOx and Zolbetuximab,145192,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,,carried
"CapeOx, Pembrolizumab, Trastuzumab",59473,hemonc,1,1,1,0,0,1,Chemotherapy; Immunotherapy; Targeted therapy,other,other,other,ERBB2 Gastric cancer; Gastric cancer,carried
CAPIRI,14248,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Colorectal cancer; Esophageal adenocarcinoma; Esophageal cancer; Gallbladder cancer,carried
CAPIRI-Bev,14273,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer,carried
Capivasertib and Fulvestrant,121532,hemonc,0,0,1,1,0,1,Endocrine therapy; Targeted therapy,other,other,other,Breast cancer; ER Breast cancer,carried
Capmatinib monotherapy,3245,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,MET Non-small cell lung cancer; Non-small cell lung cancer,carried
Carboplatin and Bevacizumab,3357,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,carboplatin,Anaplastic glioma; Glioblastoma,carried
Carboplatin and Cisplatin,1279,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Non-small cell lung cancer,carried
Carboplatin and Cyclophosphamide,47580,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,carboplatin,Ovarian cancer,carried
Carboplatin and Dacarbazine,30279,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,carboplatin,Melanoma,carried
Carboplatin and Docetaxel (DCb),2538,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,carboplatin,Breast cancer; Carcinoma of unknown primary; Cervical cancer; EGFR Non-small cell lung cancer; Gastric cancer; Head and neck cancer; Non-small cell lung cancer; Non-small cell lung cancer nonsquamous; Ovarian cancer; Prostate cancer; TNBC Breast cancer,carried
Carboplatin and Doxorubicin,4822,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,carboplatin,,carried
Carboplatin and Etoposide (CE),29282,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,carboplatin,Non-small cell lung cancer; Small cell lung cancer; Testicular cancer,carried
Carboplatin and Etoposide (CE) and Atezolizumab,36179,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Small cell lung cancer,carried
Carboplatin and Etoposide (CE) and Bevacizumab,48854,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,carboplatin,Small cell lung cancer,carried
Carboplatin and Etoposide (CE) and Durvalumab,49859,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Small cell lung cancer,carried
Carboplatin and Etoposide (CE) and Pembrolizumab,14166,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Small cell lung cancer,carried
Carboplatin and Etoposide (CE) and Serplulimab,14342,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Small cell lung cancer,carried
Carboplatin and Etoposide (CE) and Tislelizumab,142161,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,,carried
Carboplatin and Fluorouracil,21770,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,carboplatin,Head and neck cancer; Nasopharyngeal carcinoma,carried
Carboplatin and Gemcitabine (GCb),5458,hemonc,1,0,0,0,0,1,Chemotherapy,carboplatin,carboplatin,carboplatin,ALK Non-small cell lung cancer; Breast cancer; EGFR Non-small cell lung cancer; Non-small cell lung cancer; Non-small cell lung cancer nonsquamous; Non-small cell lung cancer squamous; Ovarian cancer; TNBC Breast cancer; Upper tract urothelial carcinoma; Urothelial carcinoma,carried
Carboplatin and Gemcitabine (GCb) and Atezolizumab,20332,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,carboplatin,carboplatin,Urothelial carcinoma,carried
Carboplatin and Gemcitabine (GCb) and Bevacizumab,31967,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,carboplatin,Ovarian cancer,carried
Carboplatin and Gemcitabine (GCb) and Paclitaxel,129493,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,carboplatin,Carcinoma of unknown primary; Non-small cell lung cancer,carried
Carboplatin and Gemcitabine (GCb) and Pembrolizumab,33026,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,carboplatin,carboplatin,Breast cancer; TNBC Breast cancer; Urothelial carcinoma,carried
Carboplatin and Gemcitabine (GCb) and Sintilimab,142163,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,,carried
Carboplatin and Gemcitabine/Erlotinib,30923,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,carboplatin,EGFR Non-small cell lung cancer; Non-small cell lung cancer,carried
