regName,regCode,source,is_chemo,is_immuno,is_targeted,is_endocrine,is_supportive,anticancer,hemonc_modalities,class_eau,class_hemonc_mbc,class_any,accepted_uses,status
Carboplatin and Paclitaxel (CP) and Pembrolizumab,30172,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Cervical cancer; Endometrial cancer; Non-small cell lung cancer squamous,carried
Carboplatin and Paclitaxel (CP) and Penpulimab,139843,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Non-small cell lung cancer squamous,carried
Carboplatin and Paclitaxel (CP) and Sugemalimab,59550,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Non-small cell lung cancer squamous,carried
Carboplatin and Paclitaxel (CP) and Tislelizumab,50101,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Non-small cell lung cancer squamous,carried
Carboplatin and Paclitaxel (CP) and Trastuzumab,59563,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,carboplatin,Breast cancer; Endometrial cancer; ERBB2 Breast cancer,carried
"Carboplatin and Paclitaxel (CP), Bevacizumab, Cadonilimab",145221,hemonc,1,1,1,0,0,1,Chemotherapy; Immunotherapy; Targeted therapy,other,other,carboplatin,,carried
"Carboplatin and Paclitaxel (CP), Bevacizumab, Nivolumab",26720,hemonc,1,1,1,0,0,1,Chemotherapy; Immunotherapy; Targeted therapy,other,other,carboplatin,Non-small cell lung cancer nonsquamous,carried
"Carboplatin and Paclitaxel (CP), Bevacizumab, Pembrolizumab",60810,hemonc,1,1,1,0,0,1,Chemotherapy; Immunotherapy; Targeted therapy,other,other,carboplatin,Cervical cancer,carried
"Carboplatin and Paclitaxel (CP), Olaparib, Durvalumab",135017,hemonc,1,1,1,0,0,1,Chemotherapy; Immunotherapy; Targeted therapy,other,other,carboplatin,Endometrial cancer,carried
Carboplatin and Pegylated liposomal doxorubicin,17526,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,carboplatin,Endometrial cancer; Ovarian cancer,carried
Carboplatin and Pemetrexed,26028,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,carboplatin,ALK Non-small cell lung cancer; EGFR Non-small cell lung cancer; Malignant pleural mesothelioma; Non-small cell lung cancer; Non-small cell lung cancer nonsquamous; RET Non-small cell lung cancer,carried
Carboplatin and S-1,119988,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,carboplatin,Non-small cell lung cancer squamous,carried
Carboplatin and Teniposide,24419,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,carboplatin,Low-grade glioma,carried
Carboplatin and Vincristine,24375,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,carboplatin,Low-grade glioma pediatric,carried
Carboplatin and Vinorelbine,29588,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,carboplatin,ALK Non-small cell lung cancer; Non-small cell lung cancer,carried
Carboplatin monotherapy,11393,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,carboplatin,BRCA Breast cancer; Breast cancer; Cervical cancer; Endometrial cancer; HRD Ovarian cancer; Low-grade glioma; Ovarian cancer; Testicular cancer,carried
"Carboplatin, Docetaxel, Prednisone",34680,hemonc,1,0,0,0,1,1,Chemotherapy; Endocrine therapy; Supportive therapy,other,other,carboplatin,Prostate cancer,carried
"Carboplatin, Fluorouracil, Cetuximab",21783,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,carboplatin,Head and neck cancer,carried
"Carboplatin, Fluorouracil, Pembrolizumab",60811,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Head and neck cancer,carried
"Carboplatin, Lazertinib, Pemetrexed, Amivantamab",135018,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,carboplatin,EGFR Non-small cell lung cancer; Non-small cell lung cancer,carried
"Carboplatin, nab-Paclitaxel, Durvalumab",112570,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Non-small cell lung cancer,carried
"Carboplatin, nab-Paclitaxel, Durvalumab, Tremelimumab",112571,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Non-small cell lung cancer,carried
"Carboplatin, Osimertinib, Pemetrexed",14465,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,carboplatin,EGFR Non-small cell lung cancer; Non-small cell lung cancer,carried
"Carboplatin, Pegylated liposomal doxorubicin, Bevacizumab",5704,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,carboplatin,Ovarian cancer,carried
"Carboplatin, Pemetrexed, Amivantamab",135019,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,carboplatin,EGFR Non-small cell lung cancer; Non-small cell lung cancer,carried
"Carboplatin, Pemetrexed, Atezolizumab",33152,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Non-small cell lung cancer nonsquamous,carried
"Carboplatin, Pemetrexed, Bevacizumab",30050,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,carboplatin,Malignant pleural mesothelioma; Non-small cell lung cancer; Non-small cell lung cancer nonsquamous,carried
"Carboplatin, Pemetrexed, Camrelizumab",60813,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Non-small cell lung cancer nonsquamous,carried
"Carboplatin, Pemetrexed, Cemiplimab",110546,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Non-small cell lung cancer nonsquamous,carried
"Carboplatin, Pemetrexed, Ipilimumab, Nivolumab",2834,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Non-small cell lung cancer nonsquamous,carried
"Carboplatin, Pemetrexed, Ivonescimab",144636,atc,,,,0,,1,,other,other,other,,carried
"Carboplatin, Pemetrexed, Pembrolizumab",29572,hemonc,1,1,0,0,1,1,Chemotherapy; Immunotherapy; Supportive therapy,other,other,carboplatin,ERBB2 Non-small cell lung cancer; Malignant pleural mesothelioma; Non-small cell lung cancer; Non-small cell lung cancer nonsquamous; RET Non-small cell lung cancer,carried
"Carboplatin, Pemetrexed, Sintilimab",2848,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Non-small cell lung cancer nonsquamous,carried
"Carboplatin, Pemetrexed, Sugemalimab",59657,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Non-small cell lung cancer nonsquamous,carried
"Carboplatin, Pemetrexed, Tislelizumab",12920,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,carboplatin,Non-small cell lung cancer nonsquamous,carried
CaRD,38490,hemonc,0,0,1,0,1,1,Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,Waldenstroem macroglobulinemia,carried
Carfilzomib and Dexamethasone (Kd),27208,hemonc,0,0,1,0,1,1,Glucocorticoid therapy; Targeted therapy,other,other,other,Multiple myeloma,carried
Carfilzomib and Lenalidomide (KR),60824,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Multiple myeloma,carried
Carfilzomib and Panobinostat,27604,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Multiple myeloma,carried
Carfilzomib monotherapy,26520,hemonc,0,0,1,0,1,1,Supportive therapy; Targeted therapy,other,other,other,Multiple myeloma,carried
Carmustine and Doxorubicin,28123,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Multiple myeloma,carried
Carmustine monotherapy,3206,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Anaplastic glioma; Classical Hodgkin lymphoma; Glioblastoma,carried
CAV,36209,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Breast cancer; Small cell lung cancer,carried
CAV/PE,36620,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Small cell lung cancer,carried
CAVE,47584,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Small cell lung cancer,carried
CCE,4700,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,B-cell acute lymphoblastic leukemia pediatric,carried
CCOP,16752,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Diffuse large B-cell lymphoma,carried
CDB,25940,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Melanoma,carried
CDE,36647,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,Diffuse large B-cell lymphoma; Small cell lung cancer,carried
CEEP,16759,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Diffuse large B-cell lymphoma,carried
CEFT,142175,hemonc,1,0,0,1,0,1,Chemotherapy; Endocrine therapy,other,other,other,,carried
Celecoxib and Methotrexate,120001,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Head and neck cancer,carried
"Celecoxib, Erlotinib, Methotrexate",120002,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Head and neck cancer,carried
"Celecoxib, Erlotinib, Methotrexate, Nivolumab",120003,hemonc,1,1,1,0,0,1,Chemotherapy; Immunotherapy; Targeted therapy,other,other,other,Head and neck cancer,carried
Cemiplimab monotherapy,15636,hemonc,0,1,0,0,0,1,Immunotherapy,other,other,other,Cervical cancer; Cutaneous basal cell carcinoma; Cutaneous squamous cell carcinoma; Non-small cell lung cancer,carried
CEOP,16767,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Diffuse large B-cell lymphoma,carried
CEOP (Prednisolone),1407,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Diffuse large B-cell lymphoma,carried
CEP,23645,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Classical Hodgkin lymphoma; Ovarian cancer,carried
CEPP(B),17253,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Diffuse large B-cell lymphoma,carried
Ceritinib monotherapy,10693,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,ALK Non-small cell lung cancer; Non-small cell lung cancer; ROS1 Non-small cell lung cancer,carried
Cetuximab monotherapy,15199,hemonc,0,0,1,0,1,1,Supportive therapy; Targeted therapy,other,other,other,Colorectal cancer; Cutaneous squamous cell carcinoma; Esophageal adenocarcinoma; Head and neck cancer; RAS Colorectal cancer,carried
CEV (Carboplatin/Etoposide),36668,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,carboplatin,Small cell lung cancer,carried
CEV (Cyclophosphamide/Etoposide),47591,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Small cell lung cancer,carried
CFAR,12105,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,other,Chronic lymphocytic leukemia,carried
CFP,9957,hemonc,1,0,0,0,0,1,Chemotherapy; Endocrine therapy,other,other,other,Breast cancer,carried
CFP and Bilateral oophorectomy,121580,hemonc,1,0,0,0,0,1,Chemotherapy; Endocrine therapy,other,other,other,Breast cancer; ER Breast cancer,carried
CHAD,32380,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Ovarian cancer,carried
Chidamide monotherapy,33461,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Peripheral T-cell lymphoma,carried
Chlorambucil and Cisplatin,32387,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Ovarian cancer,carried
Chlorambucil and Obinutuzumab (GClb),11865,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Chronic lymphocytic leukemia,carried
Chlorambucil and Ofatumumab,11877,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,other,Chronic lymphocytic leukemia,carried
Chlorambucil and Prednisolone,10303,hemonc,1,0,0,0,0,1,Chemotherapy; Endocrine therapy,other,other,other,Breast cancer,carried
Chlorambucil and Prednisone,12741,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Chronic lymphocytic leukemia,carried
Chlorambucil and Rituximab (RClb),11885,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Chronic lymphocytic leukemia; MALT lymphoma; Mantle cell lymphoma,carried
Chlorambucil monotherapy,12697,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Chronic lymphocytic leukemia; Follicular lymphoma; MALT lymphoma; Mantle cell lymphoma; Marginal zone lymphoma; Waldenstroem macroglobulinemia,carried
"Chlorambucil, Dactinomycin, Methotrexate",37559,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Testicular cancer,carried
ChlVPP,23020,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Classical Hodgkin lymphoma,carried
ChlVPP/EVA,23028,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Classical Hodgkin lymphoma,carried
ChlVPP/PABIOE,23424,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Classical Hodgkin lymphoma,carried
CHOEP-14,3460,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,Anaplastic large cell lymphoma; Diffuse large B-cell lymphoma; Peripheral T-cell lymphoma,carried
CHOEP-21,3468,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,Anaplastic large cell lymphoma; Diffuse large B-cell lymphoma,carried
CHOP,3469,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,Anaplastic large cell lymphoma; Chronic lymphocytic leukemia; Diffuse large B-cell lymphoma; Follicular lymphoma; HIV-associated lymphoma; Hodgkin lymphoma nodular lymphocyte-predominant; Mantle cell lymphoma; Peripheral T-cell lymphoma,carried
CHOP (Prednisolone),1412,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Diffuse large B-cell lymphoma; Mantle cell lymphoma,carried
CHOP and Everolimus,33366,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Targeted therapy,other,other,other,Peripheral T-cell lymphoma,carried
CHOP Modified,16900,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Diffuse large B-cell lymphoma,carried
CHOP-14,2676,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,Adult T-cell leukemia-lymphoma; Diffuse large B-cell lymphoma,carried
CHOP-14 (Prednisolone),33489,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,Peripheral T-cell lymphoma,carried
CHOP-B,16926,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Diffuse large B-cell lymphoma; Follicular lymphoma,carried
CHOP-BCG,16914,hemonc,1,1,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Immunotherapy,other,other,other,Diffuse large B-cell lymphoma,carried
CHVmP-VB,47470,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Diffuse large B-cell lymphoma,carried
CHVP,19757,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Diffuse large B-cell lymphoma; Follicular lymphoma,carried
CHVP-I (Etoposide),135051,hemonc,1,1,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Immunotherapy,other,other,other,Follicular lymphoma,carried
CIA,1246,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Acute myeloid leukemia,carried
CISCA,5482,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,cisplatin,cisplatin,Non-small cell lung cancer; Ovarian cancer; Thymoma; Urothelial carcinoma,carried
CISCA/VB,37566,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Testicular cancer,carried
Cisplatin and Bevacizumab,4401,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,cisplatin,Breast cancer; TNBC Breast cancer,carried
Cisplatin and Cetuximab,21821,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,cisplatin,Head and neck cancer,carried
Cisplatin and Cyclophosphamide,32318,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Ovarian cancer,carried
Cisplatin and Dacarbazine,25369,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Melanoma,carried
Cisplatin and Docetaxel (DC),2569,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Breast cancer; Carcinoma of unknown primary; EGFR Non-small cell lung cancer; Esophageal cancer; Esophageal squamous cell carcinoma; Gastric cancer; Head and neck cancer; Non-small cell lung cancer; Non-small cell lung cancer nonsquamous; Non-small cell lung cancer squamous; TNBC Breast cancer,carried
Cisplatin and Docetaxel (DC) and Durvalumab,65363,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Non-small cell lung cancer,carried
Cisplatin and Docetaxel (DC) and Nivolumab,59980,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Non-small cell lung cancer; Non-small cell lung cancer squamous,carried
Cisplatin and Doxorubicin,15585,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Cutaneous basal cell carcinoma; Cutaneous squamous cell carcinoma; Endometrial cancer; Hepatoblastoma; Osteosarcoma,carried
Cisplatin and Epirubicin,37379,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Nasopharyngeal carcinoma; Testicular cancer,carried
Cisplatin and Etoposide (EP),17834,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Esophageal squamous cell carcinoma; Low-grade glioma pediatric; Neuroendocrine carcinoma; Non-small cell lung cancer; Non-small cell lung cancer nonsquamous; Small cell lung cancer; Testicular cancer; Thymoma,carried
Cisplatin and Etoposide (EP) and Bevacizumab,36312,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,cisplatin,Small cell lung cancer,carried
Cisplatin and Etoposide (EP) and Durvalumab,49885,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Small cell lung cancer,carried
Cisplatin and Etoposide (EP) and Pembrolizumab,16429,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Small cell lung cancer,carried
Cisplatin and Etoposide (EP) and Tislelizumab,142224,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,,carried
Cisplatin and Etoposide (EP) and Toripalimab,148319,atc,,,,0,,1,,other,other,other,,carried
Cisplatin and Fluorouracil (CF),3176,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Anal cancer; ERBB2 Gastric cancer; Esophageal adenocarcinoma; Esophageal cancer; Esophageal squamous cell carcinoma; Gastric cancer; Head and neck cancer; Nasopharyngeal carcinoma; Penile cancer,carried
Cisplatin and Fluorouracil (CF) and Cetuximab,18280,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,cisplatin,Esophageal squamous cell carcinoma; Head and neck cancer,carried
Cisplatin and Fluorouracil (CF) and Nivolumab,59044,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Esophageal squamous cell carcinoma,carried
Cisplatin and Fluorouracil (CF) and Panitumumab,21848,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,cisplatin,Head and neck cancer,carried
Cisplatin and Fluorouracil (CF) and Pembrolizumab,33004,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Esophageal cancer; Esophageal squamous cell carcinoma; Gastric cancer; Head and neck cancer,carried
Cisplatin and Fluorouracil (CF) and Serplulimab,148321,atc,,,,0,,1,,other,other,other,,carried
Cisplatin and Fluorouracil (CF) and Sintilimab,59981,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Esophageal squamous cell carcinoma,carried
Cisplatin and Fluorouracil (CF) and Sugemalimab,139925,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Esophageal squamous cell carcinoma,carried
Cisplatin and Fluorouracil (CF) and Tislelizumab,15228,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Esophageal squamous cell carcinoma; Gastric cancer,carried
Cisplatin and Fluorouracil (CF) and Trastuzumab,18281,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,cisplatin,ERBB2 Gastric cancer; Gastric cancer,carried
Cisplatin and Fluorouracil (CF) and Vincristine,28789,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Hepatoblastoma,carried
"Cisplatin and Fluorouracil (CF), Pembrolizumab, Trastuzumab",121882,hemonc,1,1,1,0,0,1,Chemotherapy; Immunotherapy; Targeted therapy,other,other,cisplatin,ERBB2 Gastric cancer; Gastric cancer,carried
"Cisplatin and Fluorouracil (CF), Pertuzumab, Trastuzumab",142226,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,cisplatin,,carried
Cisplatin and Gemcitabine (GC),2570,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,cisplatin,cisplatin,cisplatin,ALK Non-small cell lung cancer; Bladder cancer; BRCA Pancreatic cancer; Breast cancer; Carcinoma of unknown primary; Cervical cancer; Cholangiocarcinoma; EGFR Non-small cell lung cancer; Gallbladder cancer; Malignant pleural mesothelioma; Nasopharyngeal carcinoma; Non-small cell lung cancer; Non-small cell lung cancer nonsquamous; Non-small cell lung cancer squamous; Ovarian cancer; Pancreatic cancer; TNBC Breast cancer; Upper tract urothelial carcinoma; Urothelial carcinoma,carried
Cisplatin and Gemcitabine (GC) and Atezolizumab,20326,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,cisplatin,cisplatin,Urothelial carcinoma,carried
Cisplatin and Gemcitabine (GC) and Bevacizumab,30082,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,cisplatin,cisplatin,Non-small cell lung cancer nonsquamous; Urothelial carcinoma,carried
Cisplatin and Gemcitabine (GC) and Camrelizumab,59045,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Nasopharyngeal carcinoma,carried
Cisplatin and Gemcitabine (GC) and Cetuximab,76534,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,cisplatin,Non-small cell lung cancer,carried
Cisplatin and Gemcitabine (GC) and Durvalumab,15243,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Cholangiocarcinoma; Non-small cell lung cancer squamous,carried
Cisplatin and Gemcitabine (GC) and nab-Paclitaxel,11730,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Cholangiocarcinoma; Gallbladder cancer,carried
Cisplatin and Gemcitabine (GC) and Necitumumab,30186,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,cisplatin,Non-small cell lung cancer squamous,carried
Cisplatin and Gemcitabine (GC) and Nivolumab,59984,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,cisplatin,cisplatin,cisplatin,Non-small cell lung cancer squamous; Urothelial carcinoma,carried
Cisplatin and Gemcitabine (GC) and Pembrolizumab,60461,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,cisplatin,cisplatin,Bladder cancer; Cholangiocarcinoma; Non-small cell lung cancer squamous; Urothelial carcinoma,carried
Cisplatin and Gemcitabine (GC) and Sintilimab,142236,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,,carried
Cisplatin and Gemcitabine (GC) and Toripalimab,65364,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Nasopharyngeal carcinoma,carried
Cisplatin and Gemcitabine/Erlotinib,30924,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,cisplatin,EGFR Non-small cell lung cancer; Non-small cell lung cancer,carried
Cisplatin and Ifosfamide,11480,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Cervical cancer; Endometrial cancer,carried
Cisplatin and Irinotecan (IC),2578,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Carcinoma of unknown primary; Esophageal adenocarcinoma; Esophageal cancer; Neuroendocrine carcinoma; Non-small cell lung cancer; Penile cancer; Small cell lung cancer,carried
Cisplatin and Methotrexate,5417,hemonc,1,0,0,0,0,1,Chemotherapy,other,cisplatin,cisplatin,Bladder cancer,carried
Cisplatin and Mitomycin,11487,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Cervical cancer,carried
Cisplatin and Mitotane,51404,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Adrenocortical carcinoma,carried
Cisplatin and nab-Paclitaxel,148323,atc,,,,0,,1,,other,other,other,,carried
Cisplatin and Paclitaxel (TP),11235,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Cervical cancer; Cutaneous basal cell carcinoma; Endometrial cancer; Esophageal adenocarcinoma; Esophageal cancer; Esophageal squamous cell carcinoma; Head and neck cancer; Non-small cell lung cancer; Ovarian cancer,carried
Cisplatin and Paclitaxel (TP) and Bevacizumab,11505,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,cisplatin,Cervical cancer,carried
Cisplatin and Paclitaxel (TP) and Cadonilimab,145308,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,,carried
Cisplatin and Paclitaxel (TP) and Camrelizumab,59047,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Esophageal squamous cell carcinoma,carried
Cisplatin and Paclitaxel (TP) and Cemiplimab,110602,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Non-small cell lung cancer,carried
Cisplatin and Paclitaxel (TP) and Pembrolizumab,65367,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Cervical cancer; Esophageal squamous cell carcinoma,carried
Cisplatin and Paclitaxel (TP) and Sintilimab,60000,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Esophageal squamous cell carcinoma,carried
Cisplatin and Paclitaxel (TP) and Tislelizumab,121885,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Esophageal squamous cell carcinoma,carried
Cisplatin and Paclitaxel (TP) and Toripalimab,60003,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,cisplatin,Esophageal squamous cell carcinoma,carried
"Cisplatin and Paclitaxel (TP), Atezolizumab, Bevacizumab",135075,hemonc,1,1,1,0,0,1,Chemotherapy; Immunotherapy; Targeted therapy,other,other,cisplatin,Cervical cancer,carried
"Cisplatin and Paclitaxel (TP), Bevacizumab, Cadonilimab",145320,hemonc,1,1,1,0,0,1,Chemotherapy; Immunotherapy; Targeted therapy,other,other,cisplatin,,carried
"Cisplatin and Paclitaxel (TP), Bevacizumab, Pembrolizumab",65366,hemonc,1,1,1,0,0,1,Chemotherapy; Immunotherapy; Targeted therapy,other,other,cisplatin,Cervical cancer,carried
